AAI;Special Restaurants, Sport and Leisure;;;Café Afro;Man bekommt dort gutes Essen, Getränke, Schachbretter und ausländische Zeitschriften;Türkenstraße;3;;;1090;Wien;Österreich;;;Täglich 8:00 - 24:00;;;http://www.cafeafro.at/; 004369918175144;;Special Restaurants, Sport and Leisure;Café Afro;Great food and drink, chess, and magazines from all over the world;;کافی شاپ آفرو ;غذاها، و نوشیدنی های عالی، بازی شطرنج و مجلات از سراسر جهان;;مقهى Afro;الكثير من الضيافة , شطرنج ومجلاّت من كافة أنحاء العالم ;;Café Afro;Pour bien manger, boire un coup, jouer aux échecs et lire la presse internationale;https://www.facebook.com/CafeAfro/?fref=ts
AID;Sexual Health, Sexual Health without Ecard;;LGBTQI, Free;Sexuelle Gesundheits-Screening;HIV-Antikörpertests, HIV-Antikörper-Schnelltest, HIV-PCR-Tests, Syphilistests, Hepatitis B- und Hepatitis C- Tests;Mariahilfer Gürtel;4;;;1060;Wien;Österreich;;;"Mo, Mi: 16:00 - 20:00
Do: 9:00 - 13:00
Fr: 14:00 - 18:00";;office@aids-hilfe-wien.at;http://www.aids.at/test-beratung/;;;Sexual Health, Sexual Health without Ecard;AIDS Hilfe - Sexual Health Screening;HIV-antibody testing, HIV-Antibody rapid testing, HIV-PCR-testing, Syphilis testing, Hepatitis B- and Hepatitis C- testing;;چک آپ سلامتی جنسی;آزمایش ایدز آنتی بادی ،آزمایش ایدز آنتی بادی سریع،تست HIV-PCR-، تست سیفیلیس، هپاتیت B و هپاتیت C;;مساعدة مريض الأيدز - فحص الصحة الجنسية;HIV-antibody إختبار مقاومة فيروس نقص المناعة بنوعيه السريع والعادي,  HIV-PCR-testing إختبار التفاعل لمقاومة فيروس نقص المناعة, Syphilis إختبار مرض السفلس ( الزهري ), Hepatitis  إختبار إلتهاب الكبد الفيروسي بنوعيه ( ب - ج );;AIDS Hilfe - Dépistage de la santé sexuelle;Tests d'anticorps VIH, tests rapides d'anticorps VIH, tests PCR-VIH, dépistage de la syphilis, de l'hépatite B et de l'hépatite C;https://www.facebook.com/aidshilfewien/?fref=ts
AID;Sexual Health, Sexual Health without Ecard;;LGBTQI, Free;AHW-Checkpoint @ HardOn;Test und Beratung ür Männer, die Sex mit Männer haben: HIV-Schnelltest und Syphilistest kostenlos;Hamburgerstraße;4;;;1050;Wien;Österreich;;;Mi: 16:00 - 20:00;;;http://www.aids.at/test-beratung/vor-ort-test/;;;Sexual Health, Sexual Health without Ecard;AHW-Checkpoint @ HardOn;Testing and counselling only for men who have sex with men: free HIV rapid testing and syphilis testing;; ایستگاه چک آپ ایدز و سفلیس;آزمایش و مشاوره فقط برای مردانی که رابطه جنسی با مردان دارند و تست اچ آی وی سریع رایگان و آزمایش سفلیس;;AHW-مركز فحص @ HardOn;"إختبار وإستشارة فقط للرجال الذين يمارسون الجنس مع الرجال:
HIV إختبار مجاني وسريع لمقاومة فيروس نقص المناعة و syphilis مرض السفلس ( الزهري ) ";;AHW-Checkpoint @ HardOn;Tests de dépistage et consultations gratuits pour hommes ayant des rapports sexuels avec des hommes: test rapides de dépistage du VIH et de la syphilis;
AID;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;;LGBTQI, Free;Medizinische Beratung;Das medizinische Beratungsangebot richtet sich an Menschen, die sich mit den Themen HIV und AIDS auseinandersetzen.;Mariahilfer Gürtel;4;;;1060;Wien;Österreich;;;"Mo, Mi: 16:00 - 20:00
Do: 9:00 - 13:00
Fr: 14:00 - 18:00";;office@aids-hilfe-wien.at;http://www.aids.at/test-beratung/medizinische-und-psychologische-beratung/;004315993730;;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;Medical Counselling;Medical counselling aimed at people who are dealing with issues related to HIV and AIDS ;;مشاوره پزشکی;مشاوره پزشکی برای افرادی که به نوعی با مسائل مربوط به اچ آی وی و ایدز برخورد دارند;;استشارة طبية;استشارة طبية تستهدف الأشخاص ذوي الصّلة بمواضيع تتعلق بفيروس نقص المناعة والإيدز ;;Consultations medicales ;Le service consultatif médical est destiné aux personnes concernées par le VIH et le SIDA;https://www.facebook.com/aidshilfewien/?fref=ts
AID;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;;LGBTQI, Free;Psychologische Beratung;Das Angebot der psychologischen Beratung richtet sich an HIV-positive Menschen, deren PartnerInnen, Angehörige und alle, die im Zusammenhang mit HIV/AIDS Fragen klären oder Probleme besprechen wollen.;Mariahilfer Gürtel;4;;;1060;Wien;Österreich;;;"Mo, Mi: 16:00 - 20:00
Do: 9:00 - 13:00
Fr: 14:00 - 18:00";;office@aids-hilfe-wien.at;http://www.aids.at/test-beratung/medizinische-und-psychologische-beratung/;004315993730;;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;Psychological Counselling;Psychological counselling aimed at HIV-positive people, their partners and relatives and all who want to clarify issues related to HIV/ AIDS;;مشاوره روانپزشکی;مشاوره روانپزشکی مخصوص کسانی است که اچ آی وی مثبت هستند شرکای جنسی و اقوام آنها وهمه کسانی که به این موضوع علاقمندهستند;;استشارة نفسية;استشارة نفسية تستهدف حاملي فيروس نقص المناعة المكتسب الإيجابي HIV-positive , الأبوين والأشخاص الأقارب وكل من يريد أن يستوضح القضايا المتعلقة بفيروس نقص المناعة والأيدز;;Consultations psychologiques;Consultations psychologiques destinées aux personnes séropositives, leurs partenaires et leurs parents et tous ceux qui ont des questions liées au VIH/SIDA;https://www.facebook.com/aidshilfewien/?fref=ts
AID;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;;LGBTQI, Free;Sexuelle Gesundheit - Telefonische Beratung;Anonyme und kostenlose telefonische Beratung zum Thema Safer Sex, HIV-Übertragung, HIV-Behandlungsmöglichkeiten und mehr.;;;;;;;;;;Mo, Mi, Do, Fr: 10:00 - 14:00;;;;;;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;Telephone Counselling;Anonymous and free of charge telephone counselling covering safer sex, HIV transmission, HIV treatment possibilities and more;;مشاوره تلفنی سلامت جنسی;مشاوره تلفنی و رایگان و بی نام درباره رابطه جنسی بیخطر، ابتلا به ایدزو چگونگی و راههای درمان ایدز و غیره;;استشارة هاتفية;استشارة هاتفية حول ممارسة الجنس الآمن مجاناً دون الحاجة للتعريف عن نفسك , HIV فيروس نقص المناعة, انتقاله, العلاجات الممكنة له والمزيد ;;Santé sexuelle - Consultations téléphoniques;Assistance téléphonique gratuite et anonyme sur le thème des rapports sexuels protégés, la transmission du VIH, les options de traitement du VIH etc.;https://www.facebook.com/aidshilfewien/?fref=ts
AID;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;;LGBTQI, Free;Sexuelle Gesundheit - Email Beratung;Anonyme und kostenlose E-Mail-Beratung zum Thema Safer Sex, HIV-Übertragung, HIV-Behandlungsmöglichkeiten und mehr.;;;;;;;;;;;;beratung@aids-hilfe-wien.at;;;;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;Email Counselling;Anonymous and free of charge email counselling covering safer sex, HIV transmission, HIV treatment possibilities and more;;مشاوره ایمیلی سلامت جنسی;مشاوره از طریق ایمبل ، رایگان و بی نام درباره رابطه جنسی بیخطر، ابتلا به ایدزو چگونگی و راههای درمان ایدز و غیره;;استشارة عن طريق البريد الالكتروني;استشارة عن طريق البريد الإلكتروني حول ممارسة الجنس الآمن مجاناً دون الحاجة للتعريف عن نفسك , HIV فيروس نقص المناعة, انتقاله, العلاجات الممكنة له والمزيد ;;Santé sexuelle - Consultations par email;Assistance téléphonique gratuite et anonyme sur le thème des rapports sexuels protégés, la transmission du VIH, les options de traitement du VIH etc.;https://www.facebook.com/aidshilfewien/?fref=ts
AID;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;;LGBTQI, Free;MSM-Tag - Beratung für homosexuelle Männer;Der MSM-Tag richtet sich an Männer, die Sex mit Männer (MSM) haben;Mariahilfer Gürtel;4;;;1060;Wien;Österreich;;;Do: 16:00 - 19:00;;;http://www.aids.at/test-beratung/vor-ort-test/;004315993730;;Sexual Health, Sexual Health without Ecard, Counselling for LGBTQI, Counselling for Sex Workers;MSM-Day - Counselling for homosexual men;The MSM-Day involves counselling aimed at men who have sex with men (MSM);;روز مردان همجنسگرا، مشاوره برای مردان همجنسگرا;روز ام اس ام مخصوص مردانی است که با مردان دیگر رابطه جنسی دارند;;يوم MSM -  استشارة طبية للمثليين من الرجال ;يوم MSM -  استشارة طبية جنسية للرجال الذين يمارسون الجنس مع الرجال ;;"Le jour ""MSM"" - Consultations pour les hommes homosexuels";"La ""journée MSM"" est dédiée aux hommes entretenant des rapports sexuels avec d'autres hommes (MSM)";https://www.facebook.com/aidshilfewien/?fref=ts
AIN;Refugee/ Migration Counselling;;Unregistered, Rejected Asylum Application;Rechtsberatung und Rechtsvertretung;Rechtsberatung und Rechtsvertretung für rechtskräftig abgewiesene AsylwerberInnen.;Währinger Straße;59;2;1;1090;Wien;Österreich;;;Mo: 9:00 - 15:00;;office@asyl-in-not.org;http://www.asyl-in-not.org/php/portal.php;004314084210;;Refugee/ Migration Counselling;Asyl in Not - Legal Counselling and Legal representation;Legal counselling and legal representation for asylum seekers who have had their application for asylum rejected;;مشاوره و وکالت حقوقی;مشاوره حقوقی و نمایندگی و وکالت حقوقی برای آندسته ازپناهجویانی که تقاضای پناهندگیشان توسط دادگاه ردشده. ;;Asyl in Not- استشارة قانونية وتمثيل قانوني ;استشارة قانونية وتمثيل قانوني لطالبي اللجوء الذين تم رفض طلب اللجوء خاصتهم ;;Asyl in Not - Consultation juridique et représentation légale;Consultations juridiques et représentation légale pour les demandeurs d'asile déboutés par la justice (dont la demande d'asile a été rejetée);
AK;Employment Authorities, Work Advice;;;Beratungszentrum;Arbeitsberatung;Prinz Eugen-Straße;20-22;;;1040;Wien;Österreich;;;Mo - Fr: 8:00 - 15:45;;;https://wien.arbeiterkammer.at/ueberuns/kontakt/beratungszentren/AK_Wien_Zentrale.html;00431501650;;Employment Authorities, Work Advice;Arbeitekammer - Advice Centre;Work- and job-related counselling;;مرکز شماوره;مشاوره شغلی;;Arbeitekammer- مركز للاستشارات ;استشارات ذات صلة بالعمل و الوظيفة ;;Arbeiterkammer (Chambre du Travail) - Centre de consultation;Conseil et assistance en matière de travail et d'emploi;
AK;Libraries, Internet;;Free;AK Bibliothek;Öffentliche Bücherei mit WLAN;Prinz Eugen-Straße;20-22;;;1040;Wien;Österreich;;;Mo - Fr: 10:00 - 19:30;;bibliothek@akwien.at;http://wien.arbeiterkammer.at/service/bibliothek/index.html ;00431501652352;;Libraries, Internet;AK Library;Public library with free wifi;;کتابخانه بیمارستان عمومی;کتابخانه عمومی همراه با اینترنت رایگان‎‎‎‎‎ .;;AK- مكتبة عامة;مكتبة عامة مع خدمة واي فاي مجاني ;;"Arbeiterkammer (Chambre du Travail) - 
bibliothèque";Bibliothèque publique avec WiFi gratuit;http://www.facebook.com/ak.bibliothek.wien
AKH;Hospitals;;;Allgemeines Krankenhaus;Allgemeines Krankenhaus Wien;Währinger Gürtel;18-20;;;1090;Wien;Österreich;;;Mo - So: 00:00 - 24:00;;;http://www.akhwien.at/;00431404000;;Hospitals;General Hospital;Allgemeines Krankenhaus (AKH) - Vienna General Hospital;;بیمارستان عمومی;بیمارستان عمومی شهروین;;مشفى عام;AKH) Allgemeines Krankenhaus)  مشفى فيينا العام ;;AKH (Allgemeines Krankenhaus) - hôpital général;Hôpital général de Vienne;
AMB;Doctors without Ecard;;Free;Medizinische Behandlung;Medizinische Behandlung für Menschen ohne Versicherungsschutz;Oberlaaer Strasse;300-306;;;1230;Wien;Österreich;;;"Mo, Mi: 13:30 - 16:00
Di, Do: 08:30 - 11:00";;amber-med@diakonie.at;http://www.amber-med.at/amber/medizinische-behandlung;0043158900847;;Doctors without Ecard;Medical Care;Medical care for people without health insurance;;مشاوره پزشکی;درمان پزشکی بیماران فاقد بیمه درمانی.;;الرعاية الطبية;الرعاية الطبية للأشخاص الغير حاصلين على تأمين صحي;;Traitement médical;Traitement médical pour les personnes sans assurance santé;
AMB;Trauma Therapy and Psychotherapy without Ecard;;Free;Krisenintervention;Krisenintervention, stabilisierende Entlastungsgespräche und Kurzzeit-Therapien zur Überbrückung zu einer Langzeittherapie einer anderen Institution;;;;;;;;;;;Je nach Verfügbarkeit von ehrenamtlichen PsychotherapeutInnen und entsprechenden DolmetscherInnen;amber-med@diakonie.at;http://www.amber-med.at/amber/krisenintervention;0043158900847;;Trauma Therapy and Psychotherapy without Ecard;Crisis Intervention;Crisis Intervention, stabilisation discussions prior to discharge and short-term therapy as a bridge to longer-term therapy at another institution;;مداخله در موقعیتهای بحرانی;مداخله و مشاوره در موقعيت هاى بحرانى،  مشاوره روانپزشكى كوتاه مدت قبل از معرفى شدن به موسسه هاى ديگر براى مشاوره بلند مدت ;;تدخل مباشر في الأزمات ;تدخل مباشر في الأزمات, نقاشات راسخة كجسر قبل الانتقال من العلاج القصير الأمد إلى مرحلة العلاج الأطول مدة في مؤسسة أخرى ;;Intervention de crise;Intervention de crise, entretiens et thérapies temporaires permettant le passage à une thérapie de long-terme dans une autre institution;
AMB;Health Insurance, Counselling, Counselling for Women;;Free, Women;Soziale Beratung;Beratung zum Thema Krankenversicherung, Zahlung von Gesundheitsdiensten, kostenlose oder preiswerte medizinische Waren, soziale Krisenintervention und Beratung für Frauen;Oberlaaer Strasse;300-306;;;1230;Wien;Österreich;;;"Mo, Mi: 13:30 - 16:00
Di, Do: 8:30 - 11:00
";;amber@diakonie.at;http://www.amber-med.at/;0043158900847;;Health Insurance, Counselling, Counselling for Women;Social Counselling;Counselling covering questions of health insurance, paying for health services, free or reasonably priced medical goods, social crises intervention and counselling for women ;;مشاوره اجتماعی;مشاوره در مورد بيمه درمانى، هزينه هاى درمانى و امكان دسترسى رايگان يا با قيمت مناسب به دارو، مشاوره اجتماعى در مواقع بحرانى و مشاوره براى بانوان ;;استشارات اجتماعية;استشارات حول الأسئلة التي تتعلق بالتأمين الصحي, الدفع للخدمات الصحية, المواد الطبية المجانية أو بأسعار معقولة, التدخّل بالكوارث الاجتماعية واستشارات للنساء  ;;Consultations sociales;Conseil et assistance en matière d'assurance maladie, de paiement des services de santé, de produits médicaux gratuits ou bon marché, intervention de crise et consultations pour femmes;
AMB;Language Learning, Health, Services without Health Insurance (no Ecard);;Free, Women;MEDUNA Deutschkurs;Deutschkurs fur Frauen mit Schwerpunktthema Arztbesuch;Oberlaaer Strasse;300-306;;;1230;Wien;Österreich;;;Di: 14:30 - 16:00;Anmeldung erforderlich;;http://www.amber-med.at/amber/angebote-0;;;Language Learning, Health, Services without Health Insurance (no Ecard);MEDUNA German class;A German class for women with the theme 'visiting the doctor';;کلاسهای زبان MEDUNA;کلاس زبان برای زنان در مورد معاینه پزشکی;;دروس لغة المانية MEDUNA;دروس لغة ألمانية للنساء في الموضوع الرئيسي زيارة الطبيب;;MEDUNA - cours d'allemand;"Cours d'allemand pour femmes sur le thème ""médecine et visite médicale""";
AMERL;Community and Leisure;;;Gruppen und Initiativen;Gruppen und Vereine für Menschen unterschiedlicher Herkunft und mit verschiedenen Interessen, Perspektiven und Zielen;;;;;;;;;;;;;http://www.amerlinghaus.at/GruppenInitiativen.htm;;;Community and Leisure;Groups and Initiatives;Groups and clubs for people from different backgrounds and with different interests, perspectives and goals ;;گروههای وابتکارات مختلف;گروههای و باشگاه برای اشخاص از کشورهای متفاوت و با علایق مختلف و اهداف و دیدگاههای متفاوت;;المجموعات و المبادرات;مجموعات و نوادي ثقافية لأشخاص من خلفيات ثقافية مختلفه و اهتمامات و أهداف مختلفه;;Groupes et Initiatives;Groupes et associations pour les personnes d'origines diverses ayant des intérêts, perspectives et objectifs différents;
AMERL;Culture, Community and Leisure;;Free;Öffentliche Veranstaltungen;Filmabende, Diskussionen, Vorlesungen, Konzerte und mehr;;;;;;;;;;;;;http://www.amerlinghaus.at/OeffentlicheVeranstaltungen.htm;;;Culture, Community and Leisure;Public Events;Film evenings, discussions, lectures, concerts and more;;برنامه های عمومی;شب فیلم، مباحثات و گفتگوها، کنسرت و غیره;;فعاليات عامة;أمسيات سنمائية ، مناقشات و محاضرات وحفلات وغير ذلك;;Evénements publics;Soirées cinéma, discussions, conférences, concerts etc.;https://www.facebook.com/kulturzentrumspittelberg.amerlinghaus/timeline
AMERL;Community and Leisure, Theatre and Comedy;;Free, Women;Theaterworkshop;"Theaterworkshop für FRAUEN aus aller Welt
1001 FEHLER – RICHTIG FEHLER MACHEN!";Stiftgasse;8;;;1070;Wien;Österreich;23.05.2016;27.06.2016;Mo: 14:00 - 17:00;"Deutschkenntnisse ab B1 von Vorteil 
ANMELDUNG an: 
ulrikahoch3@gmail.com oder 06991 222 61 27";ulrikahoch3@gmail.com;http://www.amerlinghaus.at/Kursangebote.htm;004369912226127;Ulrike Hoch;Community and Leisure, Theatre and Comedy;Theatre Workshop;"Theatre workshop for women from all over the world 
1001 MISTAKES – MAKE THE RIGHT ONES!";;ورکشاپ تئاتر;کارگاه تئاتر برای زنان کشورهای مختلف، یکهزار و یک اشتباه، درست اشتباه کنیم;;ورشة عمل مسرحية;ورشة عمل مسرحية للنساء من مختلف انحاء العالم: 1001 أخطاء  - قم بالاختيار الصحيح!;;Cours de théâtre;Cours de théâtre pour les femmes de toutes origines: 1001 FAUTES - FAIRE LES BONNES FAUTES;
AMERL;Community and Leisure, Music, Theatre and Comedy;;Free, Women;Frauen in Weiß - Gesangsgruppe;Frauen mit unterschiedlichen Muttersprachen improvisieren und experimentieren - und schaffen eine Verbindung von Poesie, Musik, Stimme, Gesang, Tanz, Rhythmik, theatralen Elementen und visuellen Medien;Stiftgasse;8;;;1070;Wien;Österreich;;;Di: 18:00;;ivana.ferencova@gmx.at;http://www.amerlinghaus.at/Kursangebote.htm;;Ivana Ferencova;Community and Leisure, Music, Theatre and Comedy;Singing Group;Women with various mother tongues improvise and experiment, achieving a merging of poetry, music, voice, song, dance, rhythm, theatre and visual media;;زنان با لباس سفید، گروه آواز;زنانی با زبانهای مادری متفاوت روشهای مختلف را امتحان میکنند تا میان شعر، موسیقی، صدا، آواز، رقص، حرکات موزون، هنرهای نمایشی و تصویری ارتباط برقرار کنند ;;مجموعة للغناء;نساء يتحدثون عدة لغات مختلفة يعملون على الارتجال و التجريب لتحقيق مزيج من الشعر, الموسيقى, الأصوات, الأغاني, الرقص, الإيقاع, المسرح و الإعلام البصري.;;Femmes en blanc (Frauen in Weiss) - Groupe de chant;Des femmes ayant des langues maternelles différentes improvisent, expérimentent et créent un pont entre la poésie, la musique, la voix, le chant, la danse, le rythme, les éléments de théâtre et les médias visuels;
AMERL;Sport and Leisure;;Free;"Shaolin Kung Fu
mit Meister Ali";Shaolin Kung Fu macht uns nicht nur körperlich stark, sondern formt uns auch zu starken, achtsamen und hilfsbereiten Persönlichkeiten.;Stiftgasse;8;;;1070;Wien;Österreich;;;So: 12:00 - 14:00;Unterer Saal, Freie Spende;jaghori.ghazni@yahoo.com;http://www.amerlinghaus.at/Kursangebote.htm;;Jaghori Ghazni;Sport and Leisure;"Shaolin Kung Fu
with Master Ali";Shaolin Kung Fu does not only make the body strong, instead it also contributes to a strong, aware, and helpful personality;;شائولین گونگفو با استاد علی;شائولین کونگ‌فو،نه تنهابدن راتقویت میکندبلکه شخصیت راهم تقویت میکند;;كونغ فو شاولين مع المدرب علي;كونغ فو شاولين  لا تجعل الجسم قويا, لكنها  تقوي و تنمي الوعي و تساعد في بناء الشخصية;;Shaolin Kung Fu avec maître Ali;Shaolin Kung Fu rend non seulement fort physiquement, mais rend également fort mentalement, faisant de nous des personnes attentives et serviables;
AMERL;Sport and Leisure, Culture, Community and Leisure;;Free, 27+ years;Seniorentanz;Südost-europäische Reihentänze für SeniorInnen mit Freude am Tanzen;Stiftgasse;8;;;1070;Wien;Österreich;;;Do: 14:30 - 16:30;;p_schn@chello.at;http://www.amerlinghaus.at/Kursangebote.htm;004369911083816;Peter Schneeweiss;Sport and Leisure, Culture, Community and Leisure;Senior Dance;South East European dances for seniors who love to dance;;کلاس رقص کهنسالان;رقصهای گروهی جنوب شرق اروپا برای  اشخاص مسن علاقمند به رقص و حرکات موزون;;رقص لكبار السن;جنوب شرق أوربا يرقصون لكبار السن الذين يستمتعون بذلك;;Danse pour  les personnes âgées;Danse de groupe typique du Sud-Est de l'Europe pour les personnes âgées qui aiment danser;
