ARW;Aktionsradius Wien;office@aktionsradius.at;;http://www.aktionsradius.at/;;01 332 2694;Gaußplatz;11;1200;Wien;Österreich;Kulturbüro und Projektwerkstatt im urbanen Kontext arbeitet der Aktionsradius Wien an der Schnittstelle von gesellschaftsrelevanten Zeit- und Stadtthemen, Stadtgeschichte, Kunst, multikulturellem Engagement und partizipativer Stadtentwicklung;
AS24;Arztsuche 24;;;http://arztsuche24.at/;;;;;;;;Eine ÄrztInnen-Suchmaschine für Wien, mit einem Sprachfilter;
ASYL;Asylkoordination Österreich;asylkoordination@asyl.at;;http://www.asyl.at ;;004315321291;Burggasse;81/7;1070;Wien;Österreich;Betreuung, Beratung, Bildung und Hilfe für Menschen mit Fluchthintergrund.;
ATHUN;Asylum Thunder;team@asylumthunder.at ;;http://www.asylumthunder.at/;;0043664/8844 5031;Kaiserebersdorfer Straße;79/3/5;1110;Wien;Österreich;Sport- und Freizeitangebote;
BFA;Bundesamt für Fremdenwesen und Asylwesen (BFA);BFA-Einlaufstelle@bmi.gv.at;;http://www.bfa.gv.at/ ;;00431531265001;Landstraßer Hauptstraße;169;1030;Wien;Österreich;Bundesamt für Fremdenwesen und Asylwesen;
BHERZ;Barmherzige Brüder;;;http://www.barmherzige-brueder.at/site/wien/medizinpflege/;;0043 1 21121-0;Johannes-von-Gott-Platz;1;1020;Wien;Österreich;Krankenhaus mit verschiedenen Notfallambulanzen;
BK;Bikekitchen;info@bikekitchen.net;;http://www.bikekitchen.net/index.php/Home;;00436763139415;Goldschlagstraße;8;1150;Wien;Österreich;Fahrrad Kollektiv - jeden Donnerstag von 16h bis 24h Selbsthilfe-Radwerkstatt;
BLKTE;Miteinander Lernen;birlikte@miteinlernen.at;;http://www.miteinlernen.at ;;004314931608;Koppstraße;38/8;1160;Wien;Österreich;Beratung, Bildung und Psychotherapie für Frauen, Kinder und Familien mit Migrationshintergrund.;
BMM;Bewegung Mitmensch;bewegung.mitmensch@gmx.at;;http://www.bewegungmitmensch.at/wb/;;01 3108892;Boltzmanngasse;7-9;1090;Wien;Österreich;;
BP;Brunnenpassage;info@brunnenpassage.at;;http://www.brunnenpassage.at/;;004318906041;Brunnengasse;71;1160;Wien;Österreich;Hier können Menschen unterschiedlicher Herkunft an Kulturveranstaltungen teilnehmen;
BRTS;Beratungsstellen;service@bestnet.com;;http://www.beratungsstellen.at/contents/14601/schwerpunktthema-fluechtlinge;;(01) 3197500;Augasse;5-7;1090;Wien;Österreich;Flüchtlingsberatung;
BVWG;Bundesverwaltungsgericht;einlaufstelle@bvwg.gv.a;;https://www.bvwg.gv.at/fachbereiche/asyl_und_fremdenrecht_autostart.html;;00431601490;Erdbergstraße;192-196;1030;Wien;Österreich;österreichweit die zentrale Anlaufstelle für Beschwerden gegen Behördenentscheidungen;
BW;Buchereien Wien;post@buechereien.wien.at;;https://www.buechereien.wien.at/de/standorteoeffnungszeiten/zweigstellen/;;0043 1 4000-84500;Urban-Loritz-Platz;2a;1070;Wien;Österreich;Öffentliche Bücherei mit Wlan;
CAR;Caritas;office@caritas-austria.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/ ;;00431878120;Albrechtskreithgasse;19-21;1160;Wien;Österreich;Hilfsorganisation;
CAR/ARB;Asylrechtsberatung;asylrechtsberatung@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/beratung-fuer-asylwerberinnen/asylrechtsberatung/;;0043142788644;Spitalgasse;5-9;1090;Wien;Österreich;kostenlose Asylrechtsberatung, unterstützt Flüchtlinge bei ihrem Asylverfahren sowie den damit verbundenen Rechtsfragen;
CAR/AW;a_way;a_way@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/obdach-wohnen/notschlafstellen/notschlafstelle-fuer-jugendliche/;;01 897 52 19;Felberstraße;1/7;1150;Wien;Österreich;Akuthilfe für Jugendliche zwischen 14 und 18 Jahren (auch junge Flüchtlinge);
CAR/AZ;Asylzentrum - Erstkontakt für Service- und Beratungsstelle;asylzentrum@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/beratung-fuer-asylwerberinnen/asylzentrum/;;00431427880;Spitalgasse;5-9;1090;WIen;Österreich;Für die Grundversorgung anspruchsberechtigter Flüchtlinge zuständig, Sozialberatung;
CAR/CARBIZ;CarBiz - Bildungsberatung;bildungsberatung@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/ausbildung/carbiz-bildungsberatung/;;004314061037;Baumannstraße;11-15;1030;Wien;Österreich;Bildungs- und Berufsberatung für Flüchtlinge und MigrantInnen.;
CAR/CBUS;Canisibus;canisibus@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/obdach-wohnen/mobile-notversorgung/canisibus/;;01 878 126 09 ;Römergasse ;64-66;1160;Wien;Österreich;Essensausgabe;
CAR/HD;Haus Daria;haus.daria@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/wohnen/wohnhaeuser/haus-daria/;;004316026040;Braunspergengasse;20-22;1100;Wien;Österreich;bietet Betreuungsschwerpunkte für junge Erwachsene, alleinstehende Frauen und Mütter sowie für Menschen mit psychischen Beeinträchtigungen.;
CAR/HSJ;Tageszentrum Haus St. Josef;haus-st-josef@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/obdach-wohnen/wohnhaeuser/fuer-menschen-mit-gesundheitlichen-problemen/haus-st-josef/;;01 522 31 71 ;Bernardgasse;27;1070;Wien;Österreich;Platz für erwachsene wohnungslose Menschen, auch mit Suchtproblematik. Es stehen Plätze in Einzelzimmern und Paarzimmern zur Verfügung. Haustiere sind ebenfalls willkommen.;
CAR/KH;Karwan Haus;karwan@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/wohnen/wohnhaeuser/karwanhaus/;;014092331;Blindengasse;44;1080;Wien;Österreich;bietet Platz für 175 Menschen. Alleinstehende Frauen und Männer, sowie Familien leben bei uns.;
CAR/KW;Kompa Wien;kompa@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/miteinander/kompa/;;004366488917078;Halirschgasse;16;1170;Wien;Österreich;bietet Information zum Thema Flucht und Migration, und Mediation bei interkulturellen Konflikten an;
CAR/LOU;Louise-bus;;;;;;;;;;;;
CAR/PEP;*peppa Mädchenzentrum;peppa@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/asyl-integration/miteinander/maedchenzentrum-peppa/;;004314930965;Hasnerstraße;61/EG;1160;Wien;Österreich;bietet einen geschützten Raum für Mädchen und junge Frauen. Alle Angebote sind vertraulich und kostenlos;
CAR/S129;Stand 129;stand129@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/zusammenleben/kunst-fuer-alle/stand-129/;;;Marktstand;129-132;1100;Wien;Österreich;Kunst- und Kulturraum der Caritas Wien, bietet Raum für neue Begegnungen (am Viktor Adler Markt);
CAR/TDT;Tanz die Toleranz;tanzdietoleranz@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/zusammenleben/kunst-fuer-alle/tanz-die-toleranz/;;01367255441;Heiligenstädterstraße;31;1190;Wien;Österreich;Das Projekt Tanz die Toleranz ermöglicht neue Begegnungen. Einfach kommen und mittanzen!;
CONN;The Connection;office@theconnection.at;;http://www.theconnection.at;;00436644147545;Garnisongasse;11;1090;Wien;Österreich;offenes Café mit Angebot für junge MigrantInnen (Anstellung, Kurse, Buddy-System);
DAMA;MedR Dr. Ahmed Maher Abouelenin;;;http://www.docfinder.at/arzt/allgemeinmedizin/1100-wien/dr-leila-abouelenin-55221_1;;0043 1 60433030;Keplerplatz;14/5;1100;Wien;Österreich;Allgemeinmediziner, Spricht Englisch, Farsi, Persisch, Türkisch;
DBFF;Don Bosco für Flüchtlinge;fluechtlinge@donbosco.at;;http://fluechtlinge.donbosco.at/de/;;0043 1 665 02 55;St. Veit-Gasse;25;1130;Wien;Österreich;bieten jungen Flüchtlingen ein Zuhause auf Zeit und sozialpädagogische Begleitung;
DBFW;Don Bosco Flüchtlingswerk;office@fluechtlingswerk.at;;http://www.fluechtlingswerk.at/ ;;00431878390;St. Veit-Gasse;25;1130;Wien;Österreich;bieten jungen Flüchtlingen ein Zuhause auf Zeit und sozialpädagogische Begleitung;
DEEW;Der Wiener Deewan;d1@deewan.at;;http://deewan.at/;;004319251185;Liechtensteinstraße;10;1090;Wien;Österreich;"Pakistanisches Restaurant mit ""All-You-Can-Eat-Pay-As-You-Wish"" Buffet";
DIF;Donauinselfest;;;https://2016.donauinselfest.at ;;;;;;;;Größtes Open-Air Festival Europas, jährlich im Juni auf der Donauinsel, Eintritt frei;
DISL;Der Islam;office@derislam.at;;derislam.at;;1 526 31 22;Bernardgasse;5;1070;Wien;Österreich;Islamische Glaubensgemeinschaft;
DJA;Dr. med. Jamal Atamniy;;;http://www.augenzentrumwien.at/;;0043 1 4065136;Jörgerstraße;10;1180;Wien;Österreich;"Augenarzt; spricht Deutsch, Englisch, Arabisch";
DKN;Diakonie;fluechtlingsdienst@diakonie.at;;https://fluechtlingsdienst.diakonie.at ;;0043 1 402 67 54;Schwarzspanierstraße;13;1090;Wien;Österreich;Unterstützt mit Fahrscheinen für öffentliche Verkehrsmittel (Zentrale in der Steinergasse 3/12, 1170 Wien);
DKN/ASH;Diakonie - Albert Schweitzer Haus;office@albert-schweitzer-haus.at;;https://diakonie.at/einrichtung/albert-schweitzer-haus ;;0043140834090;Garnisongasse;14-16;1090;Wien;Österreich;Flüchtlingshilfe und Beratung;
DKN/FLD;Diakonie - Flüchtlingsdienst;fluechtlingsdienst@diakonie.at;;https://fluechtlingsdienst.diakonie.at ;;0043 1 402 67 54;Steinergasse ;3/12;1170;Wien;Österreich;Rechts-, Sozial-, Wohn- und Jugendberatung sowie andere Angebote an mehreren Orten (siehe Kontakt);
DKN/INTO;INTO Diakonie;into.wien@diakonie.at;;https://diakonie.at/einrichtung/wien-integration-von-fluechtlingen;;0043 1 402 39 82;Margaretengürtel;18/ 9b;1050;Wien;Österreich;Integrationseinrichtung für asylberechtigte Personen (bietet Beratung, Lernbetreuung, Deutschkursmaßnahmen etc.);
DMO;Dr. Mustafa Osso;;;http://www.docfinder.at/arzt/psychiatrie-und-psychotherapeutische-medizin/1210-wien/dr-mustafa-osso-39844_1;;0043 1 2596183;Oswald Redlich-Straße;36/8/7;1210;Wien;Österreich;Allgemeinmediziner, spricht Arabisch, Englisch und Kurdisch ;
DRAA;Dr. Ahmad Abadi;augenarzt@abadi.at;;http://abadi.at/;;004315452151;Wiedner Hauptstraße;135;1050;Wien;Österreich;"Augenheilkunde und Optometrie; spricht Deutsch, Englisch, Arabisch, Farsi";
DRBSG;Dr. Babak Safdari Ghandehari;mail@dr-safdari.at;;http://www.dr-safdari.at/;;01 767 15 98;Simmeringer Platz;1/11;1110;Wien;Österreich;Neurologie / Psychiatrie und Psychotherapeutische Medizin spricht Englisch, Deutsch, Persisch;
DREN;Dr. Ehsani Naghme;;;https://www.google.at/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwih2M2E2rjMAhVLAZoKHeSIDbkQFggfMAA&url=http%3A%2F%2Fwww.docfinder.at%2Farzt%2Fallgemeinmedizin%2F1150-wien%2Fdr-naghmeh-ehsani-54156_1&usg=AFQjCNGKRVyFfF3UpLlfNQ3f8AP0p8Gtuw&sig2=2uaqKUpkhfW252IsMRpEYw&bvm=bv.121070826,d.bGs;;0043 1 9825241;Hütteldorfer Straße;16-22/1/4;1150;Wien;Österreich;Ärztin für Allgemeinmedizin, spricht Farsi, Englisch;
DRH;Dr. Hajo;;;http://www.ordination-hajo.at/;;0043 1 3172133;Nußdorfer Str;46-48/1/3;1090;Wien;Österreich;Allgemeinmediziner, spricht Arabisch, Kurdisch, Englisch;
DRNAZ;MR Dr. Nashat Al-Zubaidi;;;http://www.docfinder.at/arzt/allgemeinmedizin/1090-wien/mr-dr-nashat-al-zubaidi-2286_1;;0043 1 31957840;Türkenstraße;10/2;1090;Wien;Österreich;Allgemeinmediziner, Spricht Deutsch und Arabisch;
DRSMMJ;Dr. med. univ. Sheriat-Moharery M J;;;http://www.docfinder.at/arzt/orthopaedie-und-orthopaedische-chirurgie/1210-wien/dr-mohammad-jafar-sheriat-moharery-21744_1;;0043 1 2943899;Brünner Str;219/A1/12;1210;Wien;Österreich;Arzt für Ortopädie, spricht Farsi und Deutsch;
DRYH;Mr. Dr. Yasdan Honarwasch;;;http://dr-honarwasch.stadtausstellung.at/ ;;0043 1 58783000;Getreidemarkt;11;1060;Wien;Österreich;Zahnarzt, spricht Farsi und Deutsch;
DRYZ;Dr. Yvetta Zakarian;;;http://ordination-zakarian.at/ ;;0043 1 4067284;Theresiengasse;52/2;1180;Wien;Österreich;"Ärztin für Allgemeinmedizin; spricht Deutsch, Farsi";
DSE;DSE Wien;office@dse-wien.at;;http://www.dse-wien.at/;;01/720 38 80 - 66;Taborstraße;24/18;1020;Wien;Österreich;Der Wiener Dachverband für sozial-ökonomische Einrichtungen;
DSJ;Dr. med. univ. Saliba Joseph;;;http://www.docfinder.at/arzt/allgemeinmedizin/1110-wien/dr-joseph-saliba-12820_1;;+43 1 7688333;Rosa Jochmann-Ring ;5;1110;Wien;Österreich;General Practitioner speaking German and Arabic;
DESSI;Dessi - Deserteursberatung;info@deserteursberatung.at;;http://www.deserteursberatung.at/;;04315337271;Schottengasse;3A;1010;Wien;Österreich;Bietet Beratung für Flüchtlinge, vor allem im Bezug auf ihre rechtliche Situation;
DSS;Das Sprachenstudio;info@sprachen-studio.at;;http://sprachen-studio.at ;;004319579649;Mariahilferstraße;93;1060;Wien;Österreich;Institut für Deutsch und Fremdsprachenkurse;
DVB;Dachverband - Wiener Sozialeinrichtungen;;;http://www.dachverband.at/;;1/317 18 66-0;Seidengasse ;9;1070;Wien;Österreich;Vernetzen Sozialpolitik, Verwaltung und soziale Unternehmen;
ELIS;Elisabeth-Brot;office@elisabethinen-wien.at;;http://www.elisabethinen-wien.at/unser_orden/elisabeth_brot/;;(0)1-71126-0;Landstraßer Hauptstraße;4a;1030;Wien;Österreich;Essensausgabe;
ERZ;Erzdioezese Wien;anliegen@edw.or.at;;http://www.erzdioezese-wien.at/;;43 1 51 552 0;Stephansplatz;6;1010;Wien;Österreich;Erzdiözöse der Stadt Wien;
FBUS;Francescobus;;;;;;Bahnhof Meidling;;1120;Wien;österreich;Essensausgabe;
FFI;Fit für Integration;office@fit4int.at;;http://de.fit4int.at/ ;;(01) 92 57 746;Karl-Meißl-Straße;6;1200;Wien;Österreich;Deutschkurse und Unterstützung für Eltern bei Lernaufgaben der Kinder. Schulung und Beratung für Frauen die sich in den Arbeitsmarkt integrieren möchten;
FL;First Love;;;http://www.firstlove.at/;;01 711654712;Juchgasse;25;1030;Wien;Österreich;Anonyme und kostenlose Beratung und Untersuchung ohne e-card. Mädchen und Burschen werden kostenlos und anonym beraten. Mädchen können sich zusätzlich kostenlos und anonym gynäkologisch untersuchen lassen.;
FNV;Flucht nach Vorn;fnv.intern@gmail.com;;http://www.fluchtnachvorn.org/ ;;;Harkortstraße;10;1020;Wien;Österreich;Bietet jungen Flüchtlingen Freizeitaktivitäten wie Sport, Kunst, Kultur, Musik und Bildung.;
FOODS;Foodsharing;;;https://foodsharing.at/;;;;;;;;Essensausgabe;
FRNDS;Friends;info@friends2.at;;http://www.friends2.at ;;004369915052376;Franz-Hochedlinger-Gasse;30-32;1020;Wien;Österreich;Bietet Lernhilfeangebote, Elternbildung, Integrationsbegleitung und ein reichhaltiges Freizeit-, und Kulturprogramm.;
FSW;Fond Soziales Wien;kontakt@fsw.at ;;http://www.firstlove.at/;;5050379;Guglgasse;07.09.2016;1030;Wien;Österreich;Die Mitarbeiterinnen und Mitarbeiter der Beratungszentren und Serviceeinrichtungen des Fonds Soziales Wien informieren Sie über Angebote und finanzielle Förderungen, beraten Sie und unterstützen bei der Organisation der benötigten Leistungen;
FTREFF;Frauentreff;office@piramidops.at;;http://www.piramidops.at ;;004319425330;Volkertplatz;1;1020;Wien;Österreich;"Bietet Sozialberatung,
Basisbildungskurse mit begleitender Kinderbetreuung, Arbeits- und Bildungsberatung für MigrantInnen";
FWF;Fremdewerdenfreunde;hallo@fremdewerdenfreunde.at;;http://www.fremdewerdenfreunde.at/;;;;;;;;Eine Facebook Seite auf der laufend Freizeitangebote gepostet werden;
FZKK;Franziskanerkloster;wien@franziskaner.at;;http://kloester.franziskaner.at/index.php?haus=31;;01-512 45 78;Franziskanerplatz;4;1010;Wien;Österreich;Essensausgabe;
GNT;Goodnight;;;http://goodnight.at/events;;;;;;;;Kunst und Kultur Magazin und Veranstaltungskalender;
GSDH;Gesundheit;gesundheitsportal@goeg.at;;https://www.gesundheit.gv.at/Portal.Node/ghp/public/content/stds-beratung-hilfe.html;;(0)1 515 61-180 ;Stubenring;6;1010;Wien;Österreich;Bietet eine Liste von Beratungsstellen bei Geschlechtskrankheiten;
HB;Hauptbücherei;amguertel@buechereien.wien.at;;https://www.buechereien.wien.at/de/standorteoeffnungszeiten/hauptbuecherei ;;1 4000-84500;Urban-Loritz-Platz;2A;1070;Wien;Österreich;Bietet Gratis WLAN;
HBB;Habibi - Flüchtlingsprojekte der Pfarre Franz von Sales;office@pfarre-krim.at;;https://www.facebook.com/HabibiProjekte/;;013684587;Sollingergasse ;24;1190;Wien;Österreich;"Buddy-, Integrations, Job-, Freizeit-, Wohnprogramme
- Deutschkurse, Sozialberatung, Kleiderausgabe";
HH;Helping Hands;info@helpinghands.at;;http://www.helpinghands.at/;;00431310888010;Taubstummengasse;7-9;1040;Wien;Österreich; Team von Juristen, das bei rechtlichen, integrativen und Rassismus betreffenden Problemen durch konkrete und individuelle Lösungsangebote hilft.;
HIZ;Akuthilfe Hietzing;akuthilfe.hietzing@gmail.com;;https://www.facebook.com/akuthilfehietzing/timeline;;0043676811845812;Jagdschlossgasse;59;1130;Wien;Österreich;Akuthilfe / Private Initiative um HelferInnen und Sachspenden zu organisieren;
HKK;Hunger auf Kunst und Kultur;monika.wagner@hungeraufkunstundkultur.at;;http://www.hungeraufkunstundkultur.at/jart/prj3/hakuk/main.jart;;01 319 02 39;Gumpendorfer Straße;9-10;1060;Wien;Österreich;Eine Aktion die die Türen und Tore zu Kunst & Kultur auch für sozial benachteiligte Menschen öffnet;
HMYT;Hemayat;office@hemayat.org;;http://www.hemayat.org ;;004312164306;Sechsschimmelgasse;21;1090;Wien;Österreich;Betreuungszentrum für Kriegs und Folterüberlebende;
HNH;Habibi und Hawerer;office@habibi.at;;http://habibi.at/#information;;01 5350675;Wipplingerstraße;29;1010;Wien;Österreich;Österreichisch-orientalische Fusionsküche;
HSJ;Tageszentrum Haus St. Josef;haus-st-josef@caritas-wien.at;;https://www.caritas-wien.at/hilfe-angebote/obdach-wohnen/wohnhaeuser/fuer-menschen-mit-gesundheitlichen-problemen/haus-st-josef/;;01 522 31 71;Bernardgasse;27;1070;Wien;Österreich;Platz für erwachsene wohnungslose Menschen, auch mit Suchtproblematik. Es stehen Plätze in Einzelzimmern und Paarzimmern zur Verfügung. Haustiere sind ebenfalls willkommen.;
HUNG;Bewegungs Hunger;office@bewegungshunger.info;;http://www.bewegungshunger.info/ ;; 01 8106022 ;;;;;;Bietet den TUWAS!PASS an, mit dem Menschen ohne Lohnarbeit oder mit geringem Einkommen kostenlos an Bewegungs-, Fitness- und Sportangeboten teilnehmen können.;
HWERK;Hilfwerk-Nachbarschaftszentren;michael.eibensteiner@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at;;004315123661421 ;;;;;;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ12;Nachbarschaftszentrum 12 - Am Schöpfwerk;nz12@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz12/zentrum/;;004316670778;Am Schöpfwerk;31;1120;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ15;Nachbarschaftszentrum 15 - Rauscherplatz;nz15@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz15/zentrum/;;004319853830;Kardinal Rauscher Platz;4;1150;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ16;Nachbarschaftszentrum 16 - Ottakring;nz16@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz16/zentrum/;;004314858117;Stöberplatz;2;1160;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ17;Nachbarschaftszentrum 17 - Hernals;nz17@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz17/zentrum/;;004314039433;Hernalser Hauptstraße;53;1170;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ2;Nachbarschaftszentrum 2 - Leopoldstadt;nz2@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz2/zentrum/;;004312120490 ;Vorgartenstraße   ;145-157;1020;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ22;Nachbarschaftszentrum 22 - Rennbahnweg;nz22@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz22/zentrum/;;004312565790;Rennbahnweg;27;1220;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ3;Nachbarschaftszentrum 3 - Barichgasse;nz3@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz3/zentrum/;;004317138249;Barichgasse;8;1030;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ6;Nachbarschaftszentrum 6 - Gumpendorf;nz6@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz6/zentrum/;;004315973650 ;Bürgerspitalgasse;4 - 6;1060;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ7;Nachbarschaftszentrum 7 - Neubau;nz7@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz7/zentrum/;;004315123661-440;Schottenfeldgasse;29;1070;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
HWERK/NBSZ8;Nachbarschaftszentrum 8 - Josefstadt;nz8@wiener.hilfswerk.at;;http://www.nachbarschaftszentren.at/nz8/zentrum/;;004314026875;Florianigasse;24;1080;Wien;Österreich;Hilfswerk-Nachbarschaftszentren sind lebendige Treffpunkte für Menschen aller Generationen und Herkunft. Die Zentren sind Orte des Austausches zwischen Menschen aller Generationen und sozialen Schichten. Auch Flüchtlinge sind recht herzlich bei uns willkommen. Begleitet werden die Besucherinnen und Besucher von multiprofessionellen Teams.;
IFACE;Interface Wien;info@interface-wien.at;;http://www.interface-wien.at/ ;;0043152450150;Paulanergasse;3;1040;Wien;Österreich;Bildungs-, Informations- und Beratungsmaßnahmen für asylberechtigte und subsidäre Schutzberechtigte;
